instance,energy
random_ising_clique_L100_inst15,-169.22960621476574
random_ising_clique_L100_inst16,-162.75285205826916
random_ising_clique_L100_inst17,-187.89427786063143
random_ising_clique_L100_inst18,-160.0538428753464
random_ising_clique_L100_inst19,-159.52582325342505
random_ising_clique_L100_inst20,-176.74283218708808
random_ising_clique_L120_inst1,-196.07424452564888
random_ising_clique_L120_inst2,-233.29272254385248
random_ising_clique_L120_inst3,-219.0899976492956
random_ising_clique_L120_inst4,-242.28346720713415
random_ising_clique_L120_inst5,-244.1225002524447
random_ising_clique_L120_inst6,-232.33212345484262
random_ising_clique_L120_inst7,-232.60619761156573
random_ising_clique_L120_inst8,-232.02559006298225
random_ising_clique_L120_inst9,-244.8591532504867
random_ising_clique_L120_inst10,-229.25729405171424
random_ising_clique_L120_inst11,-236.1048346524785
random_ising_clique_L120_inst12,-196.98977324305295
random_ising_clique_L120_inst13,-232.08093632764763
random_ising_clique_L120_inst14,-219.22228079656477
random_ising_clique_L120_inst15,-218.90263262142196
random_ising_clique_L120_inst16,-229.84842653094037
random_ising_clique_L120_inst17,-249.27746045069244
random_ising_clique_L120_inst18,-211.4628088785182
random_ising_clique_L120_inst19,-257.4443230640497
random_ising_clique_L120_inst20,-211.6106631715498
random_ising_clique_L140_inst1,-279.689985127225
random_ising_clique_L140_inst2,-304.6631858306902
random_ising_clique_L140_inst3,-313.21243405079616
random_ising_clique_L140_inst4,-305.98068213353673
random_ising_clique_L140_inst5,-284.72737907212087
random_ising_clique_L140_inst6,-269.77625267537337
random_ising_clique_L140_inst7,-276.38424354156115
random_ising_clique_L140_inst8,-287.88010707452577
random_ising_clique_L140_inst9,-286.5270456887413
random_ising_clique_L140_inst10,-274.7210420728975
random_ising_clique_L140_inst11,-300.2551916534463
random_ising_clique_L140_inst12,-291.0963674991889
random_ising_clique_L140_inst13,-308.5951741718636
random_ising_clique_L140_inst14,-292.4484753763496
random_ising_clique_L140_inst15,-265.77876569485903
random_ising_clique_L140_inst16,-285.45195501213533
random_ising_clique_L140_inst17,-254.09250526075198
random_ising_clique_L140_inst18,-304.29566477330764
random_ising_clique_L140_inst19,-265.68823282303094
random_ising_clique_L140_inst20,-286.7682574258409
random_ising_clique_L160_inst1,-398.3316285263738
random_ising_clique_L160_inst2,-348.71492604146613
random_ising_clique_L160_inst3,-368.58154827848676
random_ising_clique_L160_inst4,-375.06236038083875
random_ising_clique_L160_inst5,-316.4932790712405
random_ising_clique_L160_inst6,-366.47743508320826
random_ising_clique_L160_inst7,-331.2990657043161
random_ising_clique_L160_inst8,-368.6178328407206
random_ising_clique_L160_inst9,-339.92888239873963
random_ising_clique_L160_inst10,-369.2605299904253
random_ising_clique_L160_inst11,-378.29542132668644
random_ising_clique_L160_inst12,-363.9889997148355
random_ising_clique_L160_inst13,-327.3699775621756
random_ising_clique_L160_inst14,-361.05717776667205
random_ising_clique_L160_inst15,-350.1544475034813
random_ising_clique_L160_inst16,-341.01494330371094
random_ising_clique_L160_inst17,-357.6850763236576
random_ising_clique_L160_inst18,-329.55277075771204
random_ising_clique_L160_inst19,-330.2426541182831
random_ising_clique_L160_inst20,-347.5106550498192
