instance,energy
random_ising_pegasus_P7_inst7,-632.3892
random_ising_pegasus_P7_inst8,-643.15045
random_ising_pegasus_P7_inst9,-626.1902
random_ising_pegasus_P7_inst10,-646.89185
random_ising_pegasus_P7_inst11,-645.4186
random_ising_pegasus_P7_inst12,-612.798
random_ising_pegasus_P7_inst13,-657.6623
random_ising_pegasus_P7_inst14,-632.8732
random_ising_pegasus_P7_inst15,-657.0004
random_ising_pegasus_P7_inst16,-640.32983
random_ising_pegasus_P7_inst17,-625.4409
random_ising_pegasus_P7_inst18,-643.6539
random_ising_pegasus_P7_inst19,-604.3613
random_ising_pegasus_P7_inst20,-638.03674
random_ising_pegasus_P8_inst1,-867.7375
random_ising_pegasus_P8_inst2,-886.23236
random_ising_pegasus_P8_inst3,-842.2178
random_ising_pegasus_P8_inst4,-845.14105
random_ising_pegasus_P8_inst5,-854.0465
random_ising_pegasus_P8_inst6,-838.6078
random_ising_pegasus_P8_inst7,-843.84485
random_ising_pegasus_P8_inst8,-833.2632
random_ising_pegasus_P8_inst9,-875.3572
random_ising_pegasus_P8_inst10,-824.8192
random_ising_pegasus_P8_inst11,-861.98474
random_ising_pegasus_P8_inst12,-878.8934
random_ising_pegasus_P8_inst13,-858.69684
random_ising_pegasus_P8_inst14,-836.1588
random_ising_pegasus_P8_inst15,-853.1738
random_ising_pegasus_P8_inst16,-867.6398
random_ising_pegasus_P8_inst17,-827.4158
random_ising_pegasus_P8_inst18,-890.473
random_ising_pegasus_P8_inst19,-877.67346
random_ising_pegasus_P8_inst20,-848.83344
random_ising_pegasus_P9_inst1,-1100.9061
random_ising_pegasus_P9_inst2,-1077.5308
random_ising_pegasus_P9_inst3,-1099.6177
random_ising_pegasus_P9_inst4,-1092.638
random_ising_pegasus_P9_inst5,-1081.9967
random_ising_pegasus_P9_inst6,-1142.3971
random_ising_pegasus_P9_inst7,-1113.0856
random_ising_pegasus_P9_inst8,-1120.667
random_ising_pegasus_P9_inst9,-1090.1948
random_ising_pegasus_P9_inst10,-1123.465
random_ising_pegasus_P9_inst11,-1090.5859
random_ising_pegasus_P9_inst12,-1085.4695
random_ising_pegasus_P9_inst13,-1090.4089
random_ising_pegasus_P9_inst14,-1109.3826
random_ising_pegasus_P9_inst15,-1095.7383
random_ising_pegasus_P9_inst16,-1117.3098
random_ising_pegasus_P9_inst17,-1110.916
random_ising_pegasus_P9_inst18,-1115.3279
random_ising_pegasus_P9_inst19,-1123.4027
random_ising_pegasus_P9_inst20,-1150.5435
random_ising_pegasus_P10_inst1,-1373.523
random_ising_pegasus_P10_inst2,-1398.672
random_ising_pegasus_P10_inst3,-1430.7344
random_ising_pegasus_P10_inst4,-1437.8481
random_ising_pegasus_P10_inst5,-1401.135
random_ising_pegasus_P10_inst6,-1376.6885
random_ising_pegasus_P10_inst7,-1406.271
random_ising_pegasus_P10_inst8,-1398.9551
random_ising_pegasus_P10_inst9,-1399.3997
random_ising_pegasus_P10_inst10,-1413.6575
random_ising_pegasus_P10_inst11,-1412.2333
random_ising_pegasus_P10_inst12,-1445.1218
random_ising_pegasus_P10_inst13,-1391.4705
random_ising_pegasus_P10_inst14,-1386.2585
random_ising_pegasus_P10_inst15,-1426.5986
random_ising_pegasus_P10_inst16,-1427.589
random_ising_pegasus_P10_inst17,-1393.7748
random_ising_pegasus_P10_inst18,-1427.0498
random_ising_pegasus_P10_inst19,-1386.7965
random_ising_pegasus_P10_inst20,-1385.4617
random_ising_pegasus_P11_inst1,-1734.72
random_ising_pegasus_P11_inst2,-1720.8907
random_ising_pegasus_P11_inst3,-1722.3005
random_ising_pegasus_P11_inst4,-1726.1523
random_ising_pegasus_P11_inst5,-1742.394
random_ising_pegasus_P11_inst6,-1715.3085
random_ising_pegasus_P11_inst7,-1661.1844
random_ising_pegasus_P11_inst8,-1758.8716
random_ising_pegasus_P11_inst9,-1739.2717
random_ising_pegasus_P11_inst10,-1736.593
random_ising_pegasus_P11_inst11,-1709.5166
random_ising_pegasus_P11_inst12,-1723.9756
random_ising_pegasus_P11_inst13,-1728.1748
random_ising_pegasus_P11_inst14,-1734.953
random_ising_pegasus_P11_inst15,-1692.6096
random_ising_pegasus_P11_inst16,-1677.1521
random_ising_pegasus_P11_inst17,-1686.5374
random_ising_pegasus_P11_inst18,-1743.0422
random_ising_pegasus_P11_inst19,-1765.806
random_ising_pegasus_P11_inst20,-1719.4619
random_ising_pegasus_P12_inst1,-2088.4167
random_ising_pegasus_P12_inst2,-2074.8936
random_ising_pegasus_P12_inst3,-2091.042
random_ising_pegasus_P12_inst4,-2091.2466
random_ising_pegasus_P12_inst5,-2051.7163
random_ising_pegasus_P12_inst6,-2094.2373
random_ising_pegasus_P12_inst7,-2068.9954
random_ising_pegasus_P12_inst8,-2090.6848
random_ising_pegasus_P12_inst9,-2038.179
random_ising_pegasus_P12_inst10,-2037.7487
random_ising_pegasus_P12_inst11,-2102.2383
random_ising_pegasus_P12_inst12,-2016.957
random_ising_pegasus_P12_inst13,-2080.1594
random_ising_pegasus_P12_inst14,-2082.595
random_ising_pegasus_P12_inst15,-2079.8948
random_ising_pegasus_P12_inst16,-2053.895
random_ising_pegasus_P12_inst17,-2077.2473
random_ising_pegasus_P12_inst18,-2065.5845
random_ising_pegasus_P12_inst19,-2108.1343
random_ising_pegasus_P12_inst20,-2081.613
random_ising_pegasus_P13_inst1,-2456.0369
random_ising_pegasus_P13_inst2,-2464.1038
random_ising_pegasus_P13_inst3,-2464.3672
random_ising_pegasus_P13_inst4,-2430.9563
random_ising_pegasus_P13_inst5,-2472.5967
random_ising_pegasus_P13_inst6,-2454.5674
random_ising_pegasus_P13_inst7,-2477.1216
random_ising_pegasus_P13_inst8,-2496.9243
random_ising_pegasus_P13_inst9,-2479.819
random_ising_pegasus_P13_inst10,-2479.6794
random_ising_pegasus_P13_inst11,-2508.1724
random_ising_pegasus_P13_inst12,-2451.2588
random_ising_pegasus_P13_inst13,-2421.4402
random_ising_pegasus_P13_inst14,-2488.0784
random_ising_pegasus_P13_inst15,-2430.0698
random_ising_pegasus_P13_inst16,-2471.0269
random_ising_pegasus_P13_inst17,-2439.379
random_ising_pegasus_P13_inst18,-2464.3533
random_ising_pegasus_P13_inst19,-2461.4094
random_ising_pegasus_P13_inst20,-2460.2283
random_ising_pegasus_P14_inst1,-2861.8198
random_ising_pegasus_P14_inst2,-2888.5974
random_ising_pegasus_P14_inst3,-2827.9924
random_ising_pegasus_P14_inst4,-2926.597
random_ising_pegasus_P14_inst5,-2894.3794
random_ising_pegasus_P14_inst6,-2872.9094
random_ising_pegasus_P14_inst7,-2873.7397
random_ising_pegasus_P14_inst8,-2875.6687
random_ising_pegasus_P14_inst9,-2909.6235
random_ising_pegasus_P14_inst10,-2890.6301
random_ising_pegasus_P14_inst11,-2961.018
random_ising_pegasus_P14_inst12,-2913.0093
random_ising_pegasus_P14_inst13,-2851.44
random_ising_pegasus_P14_inst14,-2876.5247
random_ising_pegasus_P14_inst15,-2902.1416
random_ising_pegasus_P14_inst16,-2854.4082
random_ising_pegasus_P14_inst17,-2975.7988
random_ising_pegasus_P14_inst18,-2895.0593
random_ising_pegasus_P14_inst19,-2882.2842
random_ising_pegasus_P14_inst20,-2850.7488
random_ising_pegasus_P15_inst1,-3299.628
random_ising_pegasus_P15_inst2,-3363.0034
random_ising_pegasus_P15_inst3,-3277.18
random_ising_pegasus_P15_inst4,-3314.0322
random_ising_pegasus_P15_inst5,-3360.4014
random_ising_pegasus_P15_inst6,-3345.248
random_ising_pegasus_P15_inst7,-3350.8682
random_ising_pegasus_P15_inst8,-3254.416
random_ising_pegasus_P15_inst9,-3372.1077
random_ising_pegasus_P15_inst10,-3374.7815
random_ising_pegasus_P15_inst11,-3336.9976
random_ising_pegasus_P15_inst12,-3337.26
random_ising_pegasus_P15_inst13,-3346.1655
random_ising_pegasus_P15_inst14,-3314.2358
random_ising_pegasus_P15_inst15,-3339.87
random_ising_pegasus_P15_inst16,-3295.9258
random_ising_pegasus_P15_inst17,-3343.7275
random_ising_pegasus_P15_inst18,-3370.9136
random_ising_pegasus_P15_inst19,-3390.4014
random_ising_pegasus_P15_inst20,-3304.9834
random_ising_pegasus_P16_inst1,-3827.4517
random_ising_pegasus_P16_inst2,-3792.252
random_ising_pegasus_P16_inst3,-3841.428
random_ising_pegasus_P16_inst4,-3807.4265
random_ising_pegasus_P16_inst5,-3929.3057
random_ising_pegasus_P16_inst6,-3869.6772
random_ising_pegasus_P16_inst7,-3776.0337
random_ising_pegasus_P16_inst8,-3812.6675
random_ising_pegasus_P16_inst9,-3770.3586
random_ising_pegasus_P16_inst10,-3832.5798
random_ising_pegasus_P16_inst11,-3814.8235
random_ising_pegasus_P16_inst12,-3823.0244
random_ising_pegasus_P16_inst13,-3855.7556
random_ising_pegasus_P16_inst14,-3807.6982
random_ising_pegasus_P16_inst15,-3789.1235
random_ising_pegasus_P16_inst16,-3797.788
random_ising_pegasus_P16_inst17,-3753.6074
random_ising_pegasus_P16_inst18,-3831.9504
random_ising_pegasus_P16_inst19,-3844.3867
random_ising_pegasus_P16_inst20,-3823.908
