instance,energy
random_ising_zephyr_Z3_inst3,-220.9513
random_ising_zephyr_Z3_inst4,-239.45023
random_ising_zephyr_Z3_inst5,-264.4702
random_ising_zephyr_Z3_inst6,-225.28421
random_ising_zephyr_Z3_inst7,-227.06082
random_ising_zephyr_Z3_inst8,-233.11139
random_ising_zephyr_Z3_inst9,-231.34772
random_ising_zephyr_Z3_inst10,-244.87967
random_ising_zephyr_Z3_inst11,-251.31798
random_ising_zephyr_Z3_inst12,-249.8373
random_ising_zephyr_Z3_inst13,-237.99515
random_ising_zephyr_Z3_inst14,-250.78366
random_ising_zephyr_Z3_inst15,-256.01373
random_ising_zephyr_Z3_inst16,-236.75047
random_ising_zephyr_Z3_inst17,-241.9326
random_ising_zephyr_Z3_inst18,-229.88556
random_ising_zephyr_Z3_inst19,-240.3385
random_ising_zephyr_Z3_inst20,-244.40775
random_ising_zephyr_Z4_inst1,-422.13757
random_ising_zephyr_Z4_inst2,-427.2325
random_ising_zephyr_Z4_inst3,-404.87088
random_ising_zephyr_Z4_inst4,-389.30902
random_ising_zephyr_Z4_inst5,-403.095
random_ising_zephyr_Z4_inst6,-413.7882
random_ising_zephyr_Z4_inst7,-417.77423
random_ising_zephyr_Z4_inst8,-421.29666
random_ising_zephyr_Z4_inst9,-429.73334
random_ising_zephyr_Z4_inst10,-433.64624
random_ising_zephyr_Z4_inst11,-424.50372
random_ising_zephyr_Z4_inst12,-406.51343
random_ising_zephyr_Z4_inst13,-425.5394
random_ising_zephyr_Z4_inst14,-419.883
random_ising_zephyr_Z4_inst15,-401.95728
random_ising_zephyr_Z4_inst16,-400.0835
random_ising_zephyr_Z4_inst17,-396.88968
random_ising_zephyr_Z4_inst18,-428.19678
random_ising_zephyr_Z4_inst19,-406.3209
random_ising_zephyr_Z4_inst20,-399.93173
random_ising_zephyr_Z5_inst1,-632.76556
random_ising_zephyr_Z5_inst2,-650.29565
random_ising_zephyr_Z5_inst3,-658.3855
random_ising_zephyr_Z5_inst4,-618.50604
random_ising_zephyr_Z5_inst5,-657.675
random_ising_zephyr_Z5_inst6,-633.67413
random_ising_zephyr_Z5_inst7,-644.1752
random_ising_zephyr_Z5_inst8,-658.38464
random_ising_zephyr_Z5_inst9,-639.8544
random_ising_zephyr_Z5_inst10,-655.15405
random_ising_zephyr_Z5_inst11,-653.7643
random_ising_zephyr_Z5_inst12,-665.105
random_ising_zephyr_Z5_inst13,-645.8172
random_ising_zephyr_Z5_inst14,-650.91895
random_ising_zephyr_Z5_inst15,-656.2631
random_ising_zephyr_Z5_inst16,-642.32324
random_ising_zephyr_Z5_inst17,-658.8899
random_ising_zephyr_Z5_inst18,-684.35455
random_ising_zephyr_Z5_inst19,-632.3238
random_ising_zephyr_Z5_inst20,-638.256
random_ising_zephyr_Z6_inst1,-912.99524
random_ising_zephyr_Z6_inst2,-923.6327
random_ising_zephyr_Z6_inst3,-901.9336
random_ising_zephyr_Z6_inst4,-933.9241
random_ising_zephyr_Z6_inst5,-937.2456
random_ising_zephyr_Z6_inst6,-888.51514
random_ising_zephyr_Z6_inst7,-892.6694
random_ising_zephyr_Z6_inst8,-936.45776
random_ising_zephyr_Z6_inst9,-933.83014
random_ising_zephyr_Z6_inst10,-942.379
random_ising_zephyr_Z6_inst11,-928.35974
random_ising_zephyr_Z6_inst12,-935.9878
random_ising_zephyr_Z6_inst13,-923.24274
random_ising_zephyr_Z6_inst14,-911.6763
random_ising_zephyr_Z6_inst15,-895.11273
random_ising_zephyr_Z6_inst16,-940.1806
random_ising_zephyr_Z6_inst17,-914.1904
random_ising_zephyr_Z6_inst18,-941.3854
random_ising_zephyr_Z6_inst19,-938.15234
random_ising_zephyr_Z6_inst20,-911.8502
random_ising_zephyr_Z7_inst1,-1248.3962
random_ising_zephyr_Z7_inst2,-1279.3456
random_ising_zephyr_Z7_inst3,-1249.2749
random_ising_zephyr_Z7_inst4,-1245.8347
random_ising_zephyr_Z7_inst5,-1250.4979
random_ising_zephyr_Z7_inst6,-1289.0317
random_ising_zephyr_Z7_inst7,-1259.2643
random_ising_zephyr_Z7_inst8,-1273.1432
random_ising_zephyr_Z7_inst9,-1252.9149
random_ising_zephyr_Z7_inst10,-1287.2932
random_ising_zephyr_Z7_inst11,-1232.7399
random_ising_zephyr_Z7_inst12,-1232.8981
random_ising_zephyr_Z7_inst13,-1266.2333
random_ising_zephyr_Z7_inst14,-1217.4618
random_ising_zephyr_Z7_inst15,-1218.4851
random_ising_zephyr_Z7_inst16,-1233.6345
random_ising_zephyr_Z7_inst17,-1239.2101
random_ising_zephyr_Z7_inst18,-1237.6254
random_ising_zephyr_Z7_inst19,-1228.8485
random_ising_zephyr_Z7_inst20,-1256.974
random_ising_zephyr_Z8_inst1,-1635.914
random_ising_zephyr_Z8_inst2,-1633.8296
random_ising_zephyr_Z8_inst3,-1582.144
random_ising_zephyr_Z8_inst4,-1627.2173
random_ising_zephyr_Z8_inst5,-1633.0757
random_ising_zephyr_Z8_inst6,-1616.544
random_ising_zephyr_Z8_inst7,-1623.0541
random_ising_zephyr_Z8_inst8,-1606.6859
random_ising_zephyr_Z8_inst9,-1616.0945
random_ising_zephyr_Z8_inst10,-1609.7893
random_ising_zephyr_Z8_inst11,-1596.6714
random_ising_zephyr_Z8_inst12,-1623.3875
random_ising_zephyr_Z8_inst13,-1608.2695
random_ising_zephyr_Z8_inst14,-1622.6349
random_ising_zephyr_Z8_inst15,-1608.1011
random_ising_zephyr_Z8_inst16,-1605.1049
random_ising_zephyr_Z8_inst17,-1617.4844
random_ising_zephyr_Z8_inst18,-1594.9233
random_ising_zephyr_Z8_inst19,-1636.9695
random_ising_zephyr_Z8_inst20,-1623.9879
random_ising_zephyr_Z9_inst1,-2017.6736
random_ising_zephyr_Z9_inst2,-2034.2708
random_ising_zephyr_Z9_inst3,-2044.1257
random_ising_zephyr_Z9_inst4,-2018.283
random_ising_zephyr_Z9_inst5,-2006.4187
random_ising_zephyr_Z9_inst6,-2055.0298
random_ising_zephyr_Z9_inst7,-2021.671
random_ising_zephyr_Z9_inst8,-2068.7551
random_ising_zephyr_Z9_inst9,-1999.5564
random_ising_zephyr_Z9_inst10,-2019.8901
random_ising_zephyr_Z9_inst11,-2018.2893
random_ising_zephyr_Z9_inst12,-2054.7898
random_ising_zephyr_Z9_inst13,-2041.3871
random_ising_zephyr_Z9_inst14,-2040.5533
random_ising_zephyr_Z9_inst15,-2050.5288
random_ising_zephyr_Z9_inst16,-2015.979
random_ising_zephyr_Z9_inst17,-2047.6803
random_ising_zephyr_Z9_inst18,-1985.6556
random_ising_zephyr_Z9_inst19,-1974.3757
random_ising_zephyr_Z9_inst20,-2053.6052
random_ising_zephyr_Z10_inst1,-2454.5474
random_ising_zephyr_Z10_inst2,-2472.7808
random_ising_zephyr_Z10_inst3,-2498.9924
random_ising_zephyr_Z10_inst4,-2485.6238
random_ising_zephyr_Z10_inst5,-2455.5576
random_ising_zephyr_Z10_inst6,-2438.4653
random_ising_zephyr_Z10_inst7,-2482.6677
random_ising_zephyr_Z10_inst8,-2477.2705
random_ising_zephyr_Z10_inst9,-2425.6965
random_ising_zephyr_Z10_inst10,-2461.4155
random_ising_zephyr_Z10_inst11,-2475.0625
random_ising_zephyr_Z10_inst12,-2425.442
random_ising_zephyr_Z10_inst13,-2484.9673
random_ising_zephyr_Z10_inst14,-2411.6362
random_ising_zephyr_Z10_inst15,-2475.1853
random_ising_zephyr_Z10_inst16,-2486.116
random_ising_zephyr_Z10_inst17,-2443.079
random_ising_zephyr_Z10_inst18,-2484.7715
random_ising_zephyr_Z10_inst19,-2468.1833
random_ising_zephyr_Z10_inst20,-2490.7136
random_ising_zephyr_Z11_inst1,-2969.8367
random_ising_zephyr_Z11_inst2,-3008.8108
random_ising_zephyr_Z11_inst3,-2956.563
random_ising_zephyr_Z11_inst4,-2985.0474
random_ising_zephyr_Z11_inst5,-2910.0889
random_ising_zephyr_Z11_inst6,-2987.8765
random_ising_zephyr_Z11_inst7,-2947.3945
random_ising_zephyr_Z11_inst8,-2996.3538
random_ising_zephyr_Z11_inst9,-2999.6167
random_ising_zephyr_Z11_inst10,-2951.5117
random_ising_zephyr_Z11_inst11,-3002.2942
random_ising_zephyr_Z11_inst12,-2938.3872
random_ising_zephyr_Z11_inst13,-2955.5808
random_ising_zephyr_Z11_inst14,-2995.909
random_ising_zephyr_Z11_inst15,-2881.379
random_ising_zephyr_Z11_inst16,-2933.5886
random_ising_zephyr_Z11_inst17,-2942.205
random_ising_zephyr_Z11_inst18,-2971.4275
random_ising_zephyr_Z11_inst19,-2931.5447
random_ising_zephyr_Z11_inst20,-2922.186
random_ising_zephyr_Z12_inst1,-3465.5
random_ising_zephyr_Z12_inst2,-3499.0205
random_ising_zephyr_Z12_inst3,-3508.9727
random_ising_zephyr_Z12_inst4,-3531.9946
random_ising_zephyr_Z12_inst5,-3491.9878
random_ising_zephyr_Z12_inst6,-3562.5771
random_ising_zephyr_Z12_inst7,-3507.7524
random_ising_zephyr_Z12_inst8,-3539.918
random_ising_zephyr_Z12_inst9,-3506.0317
random_ising_zephyr_Z12_inst10,-3491.2876
random_ising_zephyr_Z12_inst11,-3528.2888
random_ising_zephyr_Z12_inst12,-3484.854
random_ising_zephyr_Z12_inst13,-3541.2349
random_ising_zephyr_Z12_inst14,-3478.8962
random_ising_zephyr_Z12_inst15,-3525.8428
random_ising_zephyr_Z12_inst16,-3472.136
random_ising_zephyr_Z12_inst17,-3472.9802
random_ising_zephyr_Z12_inst18,-3487.1943
random_ising_zephyr_Z12_inst19,-3516.8286
random_ising_zephyr_Z12_inst20,-3457.1353
