instance,num_var,ground_energy
wishart_planting_N_300_alpha_0.20_inst_10.h5,300,-29.757582
wishart_planting_N_300_alpha_0.20_inst_2.h5,300,-30.105127
wishart_planting_N_300_alpha_0.20_inst_3.h5,300,-30.409404
wishart_planting_N_300_alpha_0.20_inst_4.h5,300,-29.640568
wishart_planting_N_300_alpha_0.20_inst_5.h5,300,-29.385917
wishart_planting_N_300_alpha_0.20_inst_6.h5,300,-29.906689
wishart_planting_N_300_alpha_0.20_inst_7.h5,300,-29.993724
wishart_planting_N_300_alpha_0.20_inst_8.h5,300,-30.197141
wishart_planting_N_300_alpha_0.20_inst_9.h5,300,-30.003751
wishart_planting_N_300_alpha_1.00_inst_1.h5,300,-149.43913
wishart_planting_N_300_alpha_1.00_inst_10.h5,300,-150.23496
wishart_planting_N_300_alpha_1.00_inst_2.h5,300,-149.52188
wishart_planting_N_300_alpha_1.00_inst_3.h5,300,-150.08882
wishart_planting_N_300_alpha_1.00_inst_4.h5,300,-150.10459
wishart_planting_N_300_alpha_1.00_inst_5.h5,300,-150.14542
wishart_planting_N_300_alpha_1.00_inst_6.h5,300,-150.41418
wishart_planting_N_300_alpha_1.00_inst_7.h5,300,-150.62698
wishart_planting_N_300_alpha_1.00_inst_8.h5,300,-150.39944
wishart_planting_N_300_alpha_1.00_inst_9.h5,300,-150.62951
wishart_planting_N_400_alpha_0.20_inst_1.h5,400,-40.620223
wishart_planting_N_400_alpha_0.20_inst_10.h5,400,-39.933471
wishart_planting_N_400_alpha_0.20_inst_2.h5,400,-39.538059
wishart_planting_N_400_alpha_0.20_inst_3.h5,400,-40.010938
wishart_planting_N_400_alpha_0.20_inst_4.h5,400,-39.90926
wishart_planting_N_400_alpha_0.20_inst_5.h5,400,-39.778445
wishart_planting_N_400_alpha_0.20_inst_6.h5,400,-39.764873
wishart_planting_N_400_alpha_0.20_inst_7.h5,400,-39.277938
wishart_planting_N_400_alpha_0.20_inst_8.h5,400,-39.57859
wishart_planting_N_400_alpha_0.20_inst_9.h5,400,-40.246561
wishart_planting_N_400_alpha_1.00_inst_1.h5,400,-199.40204
wishart_planting_N_400_alpha_1.00_inst_10.h5,400,-201.22057
wishart_planting_N_400_alpha_1.00_inst_2.h5,400,-200.94337
wishart_planting_N_400_alpha_1.00_inst_3.h5,400,-200.24949
wishart_planting_N_400_alpha_1.00_inst_4.h5,400,-201.51793
wishart_planting_N_400_alpha_1.00_inst_5.h5,400,-199.52391
wishart_planting_N_400_alpha_1.00_inst_6.h5,400,-199.98298
wishart_planting_N_400_alpha_1.00_inst_7.h5,400,-198.50106
wishart_planting_N_400_alpha_1.00_inst_8.h5,400,-200.12465
wishart_planting_N_400_alpha_1.00_inst_9.h5,400,-200.16809
wishart_planting_N_500_alpha_0.20_inst_1.h5,500,-49.700526
wishart_planting_N_500_alpha_0.20_inst_10.h5,500,-50.495018
wishart_planting_N_500_alpha_0.20_inst_2.h5,500,-49.687258
wishart_planting_N_500_alpha_0.20_inst_3.h5,500,-49.871516
wishart_planting_N_500_alpha_0.20_inst_4.h5,500,-50.271049
wishart_planting_N_500_alpha_0.20_inst_5.h5,500,-49.816556
wishart_planting_N_500_alpha_0.20_inst_6.h5,500,-50.283243
wishart_planting_N_500_alpha_0.20_inst_7.h5,500,-49.953486
wishart_planting_N_500_alpha_0.20_inst_8.h5,500,-49.973188
wishart_planting_N_500_alpha_0.20_inst_9.h5,500,-49.860344
wishart_planting_N_500_alpha_1.00_inst_1.h5,500,-250.59425
wishart_planting_N_500_alpha_1.00_inst_10.h5,500,-249.78676
wishart_planting_N_500_alpha_1.00_inst_2.h5,500,-250.16294
wishart_planting_N_500_alpha_1.00_inst_3.h5,500,-248.57544
wishart_planting_N_500_alpha_1.00_inst_4.h5,500,-249.7441
wishart_planting_N_500_alpha_1.00_inst_5.h5,500,-250.29127
wishart_planting_N_500_alpha_1.00_inst_6.h5,500,-251.10607
wishart_planting_N_500_alpha_1.00_inst_7.h5,500,-249.93367
wishart_planting_N_500_alpha_1.00_inst_8.h5,500,-250.11956
wishart_planting_N_500_alpha_1.00_inst_9.h5,500,-249.89651
wishart_planting_N_600_alpha_0.20_inst_1.h5,600,-60.016138
wishart_planting_N_600_alpha_0.20_inst_10.h5,600,-59.476079
wishart_planting_N_600_alpha_0.20_inst_2.h5,600,-59.923835
wishart_planting_N_600_alpha_0.20_inst_3.h5,600,-60.451321
wishart_planting_N_600_alpha_0.20_inst_4.h5,600,-59.154635
wishart_planting_N_600_alpha_0.20_inst_5.h5,600,-59.859266
wishart_planting_N_600_alpha_0.20_inst_6.h5,600,-60.013325
wishart_planting_N_600_alpha_0.20_inst_7.h5,600,-59.87816
wishart_planting_N_600_alpha_0.20_inst_8.h5,600,-59.817816
wishart_planting_N_600_alpha_0.20_inst_9.h5,600,-60.140022
wishart_planting_N_600_alpha_1.00_inst_1.h5,600,-299.84902
wishart_planting_N_600_alpha_1.00_inst_10.h5,600,-299.95772
wishart_planting_N_600_alpha_1.00_inst_2.h5,600,-300.51179
wishart_planting_N_600_alpha_1.00_inst_3.h5,600,-299.73524
wishart_planting_N_600_alpha_1.00_inst_4.h5,600,-298.95779
wishart_planting_N_600_alpha_1.00_inst_5.h5,600,-301.19574
wishart_planting_N_600_alpha_1.00_inst_6.h5,600,-300.57253
wishart_planting_N_600_alpha_1.00_inst_7.h5,600,-299.13141
wishart_planting_N_600_alpha_1.00_inst_8.h5,600,-299.04575
wishart_planting_N_600_alpha_1.00_inst_9.h5,600,-300.38375
wishart_planting_N_700_alpha_0.20_inst_1.h5,700,-69.453014
wishart_planting_N_700_alpha_0.20_inst_10.h5,700,-69.810298
wishart_planting_N_700_alpha_0.20_inst_2.h5,700,-70.373344
wishart_planting_N_700_alpha_0.20_inst_3.h5,700,-70.236176
wishart_planting_N_700_alpha_0.20_inst_4.h5,700,-70.009124
wishart_planting_N_700_alpha_0.20_inst_5.h5,700,-70.400754
wishart_planting_N_700_alpha_0.20_inst_6.h5,700,-70.259838
wishart_planting_N_700_alpha_0.20_inst_7.h5,700,-70.097277
wishart_planting_N_700_alpha_0.20_inst_8.h5,700,-69.726212
wishart_planting_N_700_alpha_0.20_inst_9.h5,700,-70.142504
wishart_planting_N_700_alpha_1.00_inst_1.h5,700,-350.06307
wishart_planting_N_700_alpha_1.00_inst_10.h5,700,-349.78101
wishart_planting_N_700_alpha_1.00_inst_2.h5,700,-349.04077
wishart_planting_N_700_alpha_1.00_inst_3.h5,700,-351.23878
wishart_planting_N_700_alpha_1.00_inst_4.h5,700,-350.04385
wishart_planting_N_700_alpha_1.00_inst_5.h5,700,-349.4498
wishart_planting_N_700_alpha_1.00_inst_6.h5,700,-349.92346
wishart_planting_N_700_alpha_1.00_inst_7.h5,700,-349.42745
wishart_planting_N_700_alpha_1.00_inst_8.h5,700,-348.61741
wishart_planting_N_700_alpha_1.00_inst_9.h5,700,-349.67373
wishart_planting_N_800_alpha_0.20_inst_1.h5,800,-79.677635
wishart_planting_N_800_alpha_0.20_inst_10.h5,800,-80.718179
wishart_planting_N_800_alpha_0.20_inst_2.h5,800,-80.135174
wishart_planting_N_800_alpha_0.20_inst_3.h5,800,-79.912841
wishart_planting_N_800_alpha_0.20_inst_4.h5,800,-79.452326
wishart_planting_N_800_alpha_0.20_inst_5.h5,800,-80.490895
wishart_planting_N_800_alpha_0.20_inst_6.h5,800,-79.672931
wishart_planting_N_800_alpha_0.20_inst_7.h5,800,-80.819948
wishart_planting_N_800_alpha_0.20_inst_8.h5,800,-79.86796
wishart_planting_N_800_alpha_0.20_inst_9.h5,800,-80.040522
wishart_planting_N_800_alpha_1.00_inst_1.h5,800,-400.31414
wishart_planting_N_800_alpha_1.00_inst_10.h5,800,-400.8308
wishart_planting_N_800_alpha_1.00_inst_2.h5,800,-400.98932
wishart_planting_N_800_alpha_1.00_inst_3.h5,800,-399.92174
wishart_planting_N_800_alpha_1.00_inst_4.h5,800,-400.27157
wishart_planting_N_800_alpha_1.00_inst_5.h5,800,-399.42004
wishart_planting_N_800_alpha_1.00_inst_6.h5,800,-399.42375
wishart_planting_N_800_alpha_1.00_inst_7.h5,800,-400.71211
wishart_planting_N_800_alpha_1.00_inst_8.h5,800,-400.0295
wishart_planting_N_800_alpha_1.00_inst_9.h5,800,-399.56278
wishart_planting_N_900_alpha_0.20_inst_1.h5,900,-90.440821
wishart_planting_N_900_alpha_0.20_inst_10.h5,900,-90.25141
wishart_planting_N_900_alpha_0.20_inst_2.h5,900,-89.480099
wishart_planting_N_900_alpha_0.20_inst_3.h5,900,-90.070602
wishart_planting_N_900_alpha_0.20_inst_4.h5,900,-90.121944
wishart_planting_N_900_alpha_0.20_inst_5.h5,900,-90.239803
wishart_planting_N_900_alpha_0.20_inst_6.h5,900,-89.73353
wishart_planting_N_900_alpha_0.20_inst_7.h5,900,-90.259687
wishart_planting_N_900_alpha_0.20_inst_8.h5,900,-90.076016
wishart_planting_N_900_alpha_0.20_inst_9.h5,900,-89.832442
wishart_planting_N_900_alpha_1.00_inst_1.h5,900,-450.87236
wishart_planting_N_900_alpha_1.00_inst_10.h5,900,-448.88041
wishart_planting_N_900_alpha_1.00_inst_2.h5,900,-450.35919
wishart_planting_N_900_alpha_1.00_inst_3.h5,900,-450.46493
wishart_planting_N_900_alpha_1.00_inst_4.h5,900,-449.28418
wishart_planting_N_900_alpha_1.00_inst_5.h5,900,-449.7369
wishart_planting_N_900_alpha_1.00_inst_6.h5,900,-450.52183
wishart_planting_N_900_alpha_1.00_inst_7.h5,900,-449.81721
wishart_planting_N_900_alpha_1.00_inst_8.h5,900,-450.6474
wishart_planting_N_900_alpha_1.00_inst_9.h5,900,-449.52949
wishart_planting_N_1000_alpha_0.20_inst_1.h5,1000,-100.14967
wishart_planting_N_1000_alpha_0.20_inst_10.h5,1000,-99.827035
wishart_planting_N_1000_alpha_0.20_inst_2.h5,1000,-100.04572
wishart_planting_N_1000_alpha_0.20_inst_3.h5,1000,-100.26794
wishart_planting_N_1000_alpha_0.20_inst_4.h5,1000,-99.738767
wishart_planting_N_1000_alpha_0.20_inst_5.h5,1000,-99.541124
wishart_planting_N_1000_alpha_0.20_inst_6.h5,1000,-99.772456
wishart_planting_N_1000_alpha_0.20_inst_7.h5,1000,-99.476005
wishart_planting_N_1000_alpha_0.20_inst_8.h5,1000,-100.45896
wishart_planting_N_1000_alpha_0.20_inst_9.h5,1000,-100.18663
wishart_planting_N_1000_alpha_1.00_inst_1.h5,1000,-500.10861
wishart_planting_N_1000_alpha_1.00_inst_10.h5,1000,-499.52662
wishart_planting_N_1000_alpha_1.00_inst_2.h5,1000,-499.4483
wishart_planting_N_1000_alpha_1.00_inst_3.h5,1000,-499.11491
wishart_planting_N_1000_alpha_1.00_inst_4.h5,1000,-500.2447
wishart_planting_N_1000_alpha_1.00_inst_5.h5,1000,-500.55255
wishart_planting_N_1000_alpha_1.00_inst_6.h5,1000,-499.64132
wishart_planting_N_1000_alpha_1.00_inst_7.h5,1000,-499.80585
wishart_planting_N_1000_alpha_1.00_inst_8.h5,1000,-499.11559
wishart_planting_N_1000_alpha_1.00_inst_9.h5,1000,-499.4273
wishart_planting_N_2000_alpha_0.20_inst_1.h5,2000,-199.39615
wishart_planting_N_2000_alpha_0.20_inst_10.h5,2000,-199.49954
wishart_planting_N_2000_alpha_0.20_inst_2.h5,2000,-200.02325
wishart_planting_N_2000_alpha_0.20_inst_3.h5,2000,-200.0467
wishart_planting_N_2000_alpha_0.20_inst_4.h5,2000,-200.19342
wishart_planting_N_2000_alpha_0.20_inst_5.h5,2000,-200.68857
wishart_planting_N_2000_alpha_0.20_inst_6.h5,2000,-199.45612
wishart_planting_N_2000_alpha_0.20_inst_7.h5,2000,-199.59143
wishart_planting_N_2000_alpha_0.20_inst_8.h5,2000,-199.90569
wishart_planting_N_2000_alpha_0.20_inst_9.h5,2000,-200.0364
wishart_planting_N_2000_alpha_1.00_inst_1.h5,2000,-999.74234
wishart_planting_N_2000_alpha_1.00_inst_10.h5,2000,-999.4038
wishart_planting_N_2000_alpha_1.00_inst_2.h5,2000,-999.38613
wishart_planting_N_2000_alpha_1.00_inst_3.h5,2000,-1001.4935
wishart_planting_N_2000_alpha_1.00_inst_4.h5,2000,-1000.4189
wishart_planting_N_2000_alpha_1.00_inst_5.h5,2000,-999.02633
wishart_planting_N_2000_alpha_1.00_inst_6.h5,2000,-998.7653
wishart_planting_N_2000_alpha_1.00_inst_7.h5,2000,-1000.4382
wishart_planting_N_2000_alpha_1.00_inst_8.h5,2000,-999.49506
wishart_planting_N_2000_alpha_1.00_inst_9.h5,2000,-999.11699
wishart_planting_N_3000_alpha_0.20_inst_1.h5,3000,-299.63885
wishart_planting_N_3000_alpha_0.20_inst_10.h5,3000,-300.51345
wishart_planting_N_3000_alpha_0.20_inst_2.h5,3000,-300.01838
wishart_planting_N_3000_alpha_0.20_inst_3.h5,3000,-299.85102
wishart_planting_N_3000_alpha_0.20_inst_4.h5,3000,-300.33288
wishart_planting_N_3000_alpha_0.20_inst_5.h5,3000,-299.70103
wishart_planting_N_3000_alpha_0.20_inst_6.h5,3000,-299.8806
wishart_planting_N_3000_alpha_0.20_inst_7.h5,3000,-299.94784
wishart_planting_N_3000_alpha_0.20_inst_8.h5,3000,-300.27271
wishart_planting_N_3000_alpha_0.20_inst_9.h5,3000,-299.80641
wishart_planting_N_3000_alpha_1.00_inst_1.h5,3000,-1499.2532
wishart_planting_N_3000_alpha_1.00_inst_10.h5,3000,-1499.6218
wishart_planting_N_3000_alpha_1.00_inst_2.h5,3000,-1499.4007
wishart_planting_N_3000_alpha_1.00_inst_3.h5,3000,-1499.1425
wishart_planting_N_3000_alpha_1.00_inst_4.h5,3000,-1500.2865
wishart_planting_N_3000_alpha_1.00_inst_5.h5,3000,-1500.2265
wishart_planting_N_3000_alpha_1.00_inst_6.h5,3000,-1499.2459
wishart_planting_N_3000_alpha_1.00_inst_7.h5,3000,-1500.1646
wishart_planting_N_3000_alpha_1.00_inst_8.h5,3000,-1501.0873
wishart_planting_N_3000_alpha_1.00_inst_9.h5,3000,-1499.8832
wishart_planting_N_4000_alpha_0.20_inst_1.h5,4000,-399.95206
wishart_planting_N_4000_alpha_0.20_inst_10.h5,4000,-399.43226
wishart_planting_N_4000_alpha_0.20_inst_2.h5,4000,-400.4562
wishart_planting_N_4000_alpha_0.20_inst_3.h5,4000,-399.92558
wishart_planting_N_4000_alpha_0.20_inst_4.h5,4000,-399.71382
wishart_planting_N_4000_alpha_0.20_inst_5.h5,4000,-399.97324
wishart_planting_N_4000_alpha_0.20_inst_6.h5,4000,-400.17788
wishart_planting_N_4000_alpha_0.20_inst_7.h5,4000,-399.95604
wishart_planting_N_4000_alpha_0.20_inst_8.h5,4000,-400.74059
wishart_planting_N_4000_alpha_0.20_inst_9.h5,4000,-399.94605
wishart_planting_N_4000_alpha_1.00_inst_1.h5,4000,-1999.5192
wishart_planting_N_4000_alpha_1.00_inst_10.h5,4000,-1999.6077
wishart_planting_N_4000_alpha_1.00_inst_2.h5,4000,-2000.5106
wishart_planting_N_4000_alpha_1.00_inst_3.h5,4000,-1999.2817
wishart_planting_N_4000_alpha_1.00_inst_4.h5,4000,-1999.4889
wishart_planting_N_4000_alpha_1.00_inst_5.h5,4000,-2000.044
wishart_planting_N_4000_alpha_1.00_inst_6.h5,4000,-1999.9662
wishart_planting_N_4000_alpha_1.00_inst_7.h5,4000,-1999.4509
wishart_planting_N_4000_alpha_1.00_inst_8.h5,4000,-1999.7534
wishart_planting_N_4000_alpha_1.00_inst_9.h5,4000,-1999.4031
wishart_planting_N_5000_alpha_0.20_inst_1.h5,5000,-499.54028
wishart_planting_N_5000_alpha_0.20_inst_10.h5,5000,-499.75554
wishart_planting_N_5000_alpha_0.20_inst_2.h5,5000,-500.08202
wishart_planting_N_5000_alpha_0.20_inst_3.h5,5000,-499.9002
wishart_planting_N_5000_alpha_0.20_inst_4.h5,5000,-500.25111
wishart_planting_N_5000_alpha_0.20_inst_5.h5,5000,-499.58076
wishart_planting_N_5000_alpha_0.20_inst_6.h5,5000,-500.42338
wishart_planting_N_5000_alpha_0.20_inst_7.h5,5000,-499.94994
wishart_planting_N_5000_alpha_0.20_inst_8.h5,5000,-499.78873
wishart_planting_N_5000_alpha_0.20_inst_9.h5,5000,-500.14323
wishart_planting_N_5000_alpha_1.00_inst_1.h5,5000,-2499.7808
wishart_planting_N_5000_alpha_1.00_inst_10.h5,5000,-2499.7816
wishart_planting_N_5000_alpha_1.00_inst_2.h5,5000,-2499.6147
wishart_planting_N_5000_alpha_1.00_inst_3.h5,5000,-2499.4334
wishart_planting_N_5000_alpha_1.00_inst_4.h5,5000,-2501.4907
wishart_planting_N_5000_alpha_1.00_inst_5.h5,5000,-2500.446
wishart_planting_N_5000_alpha_1.00_inst_6.h5,5000,-2500.3407
wishart_planting_N_5000_alpha_1.00_inst_7.h5,5000,-2499.0817
wishart_planting_N_5000_alpha_1.00_inst_8.h5,5000,-2500.3761
wishart_planting_N_5000_alpha_1.00_inst_9.h5,5000,-2499.408
